1,5.33333,72.66018,46.16883,4.50000
1,5.37500,72.89590,44.69806,4.50000
1,5.41667,72.73728,43.35488,4.50000
1,5.45833,72.19997,42.27472,4.50000
1,5.50000,71.32536,41.85236,4.50000
1,5.54167,70.41723,41.98638,4.50000
1,5.58333,69.59159,42.48698,4.50000
1,5.62500,69.03799,43.40816,4.50000
1,5.66667,68.87672,44.62243,4.50000
1,5.70833,69.11517,45.98071,4.50000
1,5.75000,70.10451,47.19068,4.50000
1,5.79167,71.49178,48.11603,4.50000
1,5.83333,73.13861,48.63795,4.50000
1,5.87500,74.88109,48.89978,4.50000
1,5.91667,76.58402,48.61915,4.50000
1,5.95833,78.04453,47.88269,4.50000
1,6.00000,79.12351,46.84031,4.50000
1,6.04167,79.86262,45.67677,4.50000
1,6.08333,80.22009,44.50036,4.50000
1,6.12500,80.19599,43.44249,4.50000
1,6.16667,79.80209,42.70797,4.50000
1,6.20833,79.26096,42.07484,4.50000
1,6.25000,78.61199,42.02665,4.50000
1,6.29167,77.94427,42.24416,4.50000
1,6.33333,77.74158,43.06522,4.50000
1,6.37500,77.89501,44.06561,4.50000
1,6.41667,78.42014,45.10267,4.50000
1,6.45833,79.33461,46.02653,4.50000
1,6.50000,80.44417,46.83474,4.50000
1,6.54167,81.76980,47.40992,4.50000
1,6.58333,83.22594,47.47581,4.50000
1,6.62500,84.66740,47.28552,4.50000
1,6.66667,85.97411,46.77882,4.50000
1,6.70833,86.89220,45.95282,4.50000
1,6.75000,87.75111,45.05177,4.50000
1,6.79167,88.28785,44.07669,4.50000
1,6.83333,88.46101,43.16631,4.50000
1,6.87500,88.30057,42.49341,4.50000
1,6.91667,87.92610,42.26238,4.50000
1,6.95833,87.48182,42.10302,4.50000
1,7.00000,87.05426,42.28304,4.50000
1,7.04167,86.76305,42.76873,4.50000
1,7.08333,87.00114,43.55849,4.50000
1,7.12500,87.40469,44.38408,4.50000
1,7.16667,88.18769,45.12148,4.50000
1,7.20833,89.19640,45.69954,4.50000
1,7.25000,90.35674,46.06648,4.50000
1,7.29167,91.59299,46.20247,4.50000
1,7.33333,92.78158,45.97738,4.50000
1,7.37500,93.95087,45.63312,4.50000
1,7.41667,94.74682,44.97974,4.50000
1,7.45833,95.43053,44.26780,4.50000
1,7.50000,95.85226,43.53128,4.50000
1,7.54167,95.89859,42.96412,4.50000
1,7.58333,95.89549,42.37695,4.50000
1,7.62500,95.71995,42.00292,4.50000
1,7.66667,95.46191,41.88602,4.50000
1,7.70833,95.27457,42.11473,4.50000
1,7.75000,95.14157,42.50131,4.50000
1,7.79167,95.38361,43.11166,4.50000
1,7.83333,95.66993,43.77650,4.50000
1,7.87500,96.30435,44.39312,4.50000
1,7.91667,97.18652,44.84367,4.50000
1,7.95833,98.19594,45.09972,4.50000
1,8.00000,99.25148,45.14549,4.50000
1,8.04167,.27537,44.97621,4.50000
1,8.08333,1.18167,44.60704,4.50000
1,8.12500,2.07974,44.17527,4.50000
